Number of bedrooms,Number of bathrooms,Living area,Lot area,Average Room Size,Floor Area Ratio,Number of floors,Waterfront present,Average views number,Condition of the house,Built Year,House Age,Renovation Year,Was Renovated,Postal Code,Number of schools nearby,Distance from the airport,Price
4,3,2050,4502,512,0.46,2.0,0,0,3,2005,18,2005,No,122015,3,77,369950
2,1,2020,6720,1010,0.3,1.0,0,0,3,1948,75,1948,No,122051,2,71,355000
2,1,800,8775,400,0.09,1.0,0,0,3,1942,81,1942,No,122022,1,56,353500
4,2,2080,6360,520,0.33,1.0,0,0,3,1960,63,1960,No,122051,1,70,352800
3,2,1900,10225,633,0.19,1.0,0,0,4,1963,60,1963,No,122031,3,76,350000
4,3,2390,13002,597,0.18,2.0,0,0,3,1987,36,1987,No,122018,2,63,350000
4,3,1800,7620,450,0.24,2.0,0,0,3,1995,28,1995,No,122042,3,69,349000
2,1,1280,9134,640,0.14,1.0,0,0,4,1919,104,1919,No,122051,3,65,340000
3,2,1420,6060,473,0.23,1.0,0,0,5,1942,81,1942,No,122052,2,54,340000
5,3,2070,4698,414,0.44,2.0,0,0,3,1999,24,1999,No,122024,1,73,337500
3,3,1620,7150,540,0.23,1.0,0,2,4,1950,73,1950,No,122063,2,53,330000
4,3,2290,8250,572,0.28,2.0,0,0,3,1990,33,1990,No,122035,3,51,328500
3,3,1940,8347,646,0.23,2.0,0,0,3,1990,33,1990,No,122035,2,75,324000
3,2,1400,18002,466,0.08,1.0,0,0,3,1977,46,1977,No,122055,3,55,322000
2,1,1210,7040,605,0.17,1.0,0,0,3,1952,71,1952,No,122014,1,78,320000
2,3,1290,2436,645,0.53,2.0,0,0,3,1984,39,1984,No,122005,2,66,315000
2,1,1180,4900,590,0.24,1.0,0,0,5,1954,69,1954,No,122012,1,50,313000
2,1,1460,1716,730,0.85,1.0,0,0,2,1925,98,1925,No,122006,2,62,312000
3,1,1250,7320,416,0.17,1.0,0,0,3,1968,55,1968,No,122015,3,65,309500
2,1,1080,6250,540,0.17,1.0,0,2,4,1942,81,1968,Yes,122051,3,71,308000
2,2,1460,10506,730,0.14,1.0,0,0,3,1983,40,1983,No,122067,3,56,299950
2,1,750,5026,375,0.15,1.0,0,0,4,1942,81,1942,No,122064,2,57,292500
3,2,1590,13500,530,0.12,1.0,0,0,4,1980,43,1980,No,122024,3,64,290000
3,2,1460,7980,486,0.18,1.0,0,0,3,1972,51,1972,No,122058,2,67,290000
4,4,2770,10505,692,0.26,2.0,0,0,3,1940,83,2015,Yes,122038,1,72,285000
3,3,1820,19602,606,0.09,1.0,0,0,4,1964,59,1964,No,122039,2,54,277500
3,3,1820,9766,606,0.19,1.0,0,0,4,1987,36,1987,No,122067,3,68,275000
3,2,1936,6612,645,0.29,2.0,0,0,3,2014,9,2014,No,122039,2,59,274900
3,2,1510,10215,503,0.15,1.0,0,0,4,1995,28,1995,No,122068,1,60,270000
3,2,1590,7148,530,0.22,1.0,0,0,3,1952,71,1952,No,122031,3,68,259000
4,2,1650,7200,412,0.23,1.0,0,0,3,1977,46,1977,No,122067,2,51,255000
4,2,1720,7455,430,0.23,1.0,0,0,4,1963,60,1963,No,122046,2,58,246000
3,2,1690,6790,563,0.25,1.0,0,0,3,1979,44,1979,No,122018,1,56,245000
3,3,1500,15334,500,0.1,2.0,0,0,4,1992,31,1992,No,122035,1,75,240000
2,2,870,6450,435,0.13,1.0,0,0,4,1954,69,1954,No,122051,3,56,235000
4,2,1050,9516,262,0.11,1.0,0,0,4,1969,54,1969,No,122067,1,75,230000
3,2,1730,7200,576,0.24,1.5,0,0,4,1944,79,1944,No,122066,3,53,226450
2,1,970,5600,485,0.17,1.0,0,0,3,1951,72,1951,No,122051,3,78,217000
3,2,1100,5525,366,0.2,1.0,0,0,5,1968,55,1968,No,122035,2,53,209950
3,1,1050,5233,350,0.2,1.0,0,0,5,1906,117,1906,No,122062,3,55,206000
2,1,1060,5144,530,0.21,1.0,0,0,5,1969,54,1969,No,122035,3,68,202950
2,1,1000,5026,500,0.2,1.0,0,0,5,1915,108,1915,No,122072,1,56,159995
5,5,3350,3600,670,0.93,2.0,0,0,3,2014,9,2014,No,122003,2,63,1430000
5,4,3330,5042,666,0.66,2.0,0,2,3,2014,9,2014,No,122028,1,79,1380000
5,3,2810,6000,562,0.47,2.5,0,0,3,1907,116,1907,No,122061,3,71,1170000
5,4,4180,7232,836,0.58,2.0,0,0,3,2014,9,2014,No,122005,2,73,1040000
5,3,3730,5500,746,0.68,1.5,0,0,3,1927,96,1927,No,122013,1,63,979700
5,4,4100,8120,820,0.5,2.0,0,0,3,2011,12,2011,No,122045,1,65,950000
4,3,2620,14126,655,0.19,1.0,0,4,4,1941,82,1941,No,122007,1,71,922000
2,1,1530,6350,765,0.24,1.5,0,0,4,1923,100,1923,No,122047,2,76,880000
4,3,2710,4069,677,0.67,3.0,0,0,4,1990,33,1990,No,122044,2,50,865000
4,2,1820,4500,455,0.4,1.5,0,0,3,1921,102,1921,No,122003,1,72,815000
5,4,3550,9600,710,0.37,2.0,0,0,3,1998,25,1998,No,122051,2,69,810000
5,3,2370,6000,474,0.4,1.5,0,2,3,1926,97,2003,Yes,122026,1,68,770000
3,3,2200,3000,733,0.73,2.0,0,0,3,2002,21,2002,No,122061,3,68,740000
4,3,2830,5010,707,0.56,2.0,0,0,3,2000,23,2000,No,122006,1,73,738000
4,3,2660,7389,665,0.36,2.0,0,0,3,2002,21,2002,No,122020,2,79,695000
5,2,2140,5000,428,0.43,1.5,0,0,4,1913,110,1913,No,122044,2,58,680000
3,2,2680,8429,893,0.32,1.0,0,0,4,1950,73,1991,Yes,122024,2,61,653000
3,2,1660,10819,553,0.15,1.0,0,0,4,1942,81,1942,No,122050,3,77,650000
10,2,3610,11914,361,0.3,2.0,0,0,4,1958,65,1958,No,122027,1,75,650000
4,2,2550,4000,637,0.64,1.5,0,0,4,1926,97,1926,No,122006,1,57,645000
4,3,3220,14463,805,0.22,2.0,0,0,3,1978,45,1978,No,122019,1,50,630000
3,1,1800,4800,600,0.38,1.0,0,2,4,1927,96,1927,No,122064,1,76,625000
4,3,2200,7200,550,0.31,1.0,0,2,4,1958,65,1958,No,122054,2,63,610000
2,2,1280,8500,640,0.15,1.0,0,0,3,1953,70,2010,Yes,122010,1,59,595000
3,2,2310,7620,770,0.3,2.0,0,0,3,1942,81,1988,Yes,122050,3,61,588000
5,2,2330,4947,466,0.47,1.0,0,0,4,1955,68,1955,No,122016,2,54,572500
3,3,1280,1920,426,0.67,3.0,0,0,3,2009,14,2009,No,122004,2,64,552000
3,3,2250,9235,750,0.24,2.0,0,0,3,1985,38,1985,No,122005,1,61,549000
4,3,1990,7610,497,0.26,1.0,0,0,4,1966,57,1966,No,122029,3,78,529219
3,3,1860,3658,620,0.51,2.0,0,0,3,1994,29,1994,No,122011,3,76,510000
4,3,4060,8547,1015,0.48,2.0,0,0,3,2007,16,2007,No,122024,1,66,495000
3,3,1780,8050,593,0.22,1.0,0,0,4,1979,44,1979,No,122005,2,61,495000
3,3,1840,10500,613,0.18,2.0,0,0,3,1993,30,1993,No,122033,2,69,481500
4,3,2520,9684,630,0.26,2.0,0,0,3,1994,29,1994,No,122025,1,62,470000
3,3,1990,4978,663,0.4,2.0,0,0,3,2004,19,2004,No,122008,2,50,467000
3,3,2290,15600,763,0.15,1.0,0,0,3,1948,75,1990,Yes,122039,1,53,465000
3,3,2280,4557,760,0.5,2.0,0,0,3,2010,13,2010,No,122058,2,61,450000
3,3,2120,6710,706,0.32,1.0,0,0,5,1959,64,1959,No,122014,1,66,436000
4,3,2190,6578,547,0.33,2.0,0,0,3,2004,19,2004,No,122008,1,76,435000
3,3,1690,5763,563,0.29,1.0,0,0,5,1985,38,1985,No,122017,3,55,410000
5,2,1610,15246,322,0.11,1.0,0,0,3,1936,87,1936,No,122036,2,53,393000
3,2,1610,13500,536,0.12,1.0,0,0,3,1970,53,1970,No,122014,3,73,390000
5,4,2960,12527,592,0.24,2.0,0,0,3,1986,37,1986,No,122018,3,80,389500
3,2,1810,10800,603,0.17,1.0,0,0,5,1968,55,1968,No,122053,1,59,387000
1,1,710,6000,710,0.12,1.5,0,0,3,2015,8,2015,No,122054,3,57,385195
4,3,2200,6750,550,0.33,1.0,0,0,5,1959,64,1959,No,122053,3,50,376000
4,4,2290,4785,572,0.48,2.0,0,0,3,2007,16,2007,No,122024,1,58,359950
4,3,2100,8501,525,0.25,2.0,0,0,5,1993,30,1993,No,122068,3,52,344000
3,3,1260,1634,420,0.77,3.0,0,0,3,1998,25,1998,No,122028,2,67,342000
3,3,2630,9916,876,0.27,2.0,0,0,4,1988,35,1988,No,122023,2,70,340000
3,2,1420,6289,473,0.23,1.0,0,0,3,1967,56,1967,No,122014,2,60,329922
3,3,2040,9765,680,0.21,2.0,0,0,3,1985,38,1985,No,122018,2,70,325900
4,3,1950,3225,487,0.6,2.0,0,0,3,2002,21,2002,No,122063,3,60,315000
3,2,1730,6007,576,0.29,1.0,0,0,3,2004,19,2004,No,122065,3,63,299000
2,2,1430,1650,715,0.87,3.0,0,0,3,1999,24,1999,No,122022,2,52,297000
5,3,1790,5000,358,0.36,1.5,0,0,4,1915,108,1915,No,122034,1,74,294000
3,3,1190,8175,396,0.15,1.0,0,0,3,1986,37,1986,No,122042,2,79,290000
4,1,1190,8875,297,0.13,1.5,0,0,4,1946,77,1946,No,122014,3,77,276693
3,3,1780,7332,593,0.24,2.0,0,0,3,1987,36,1987,No,122024,3,50,272450
3,2,2330,8000,776,0.29,1.0,0,0,3,1986,37,1986,No,122018,1,67,270000
3,1,1020,8625,340,0.12,1.0,0,0,3,1978,45,1978,No,122025,1,72,245000
5,2,2460,16000,492,0.15,1.0,0,0,3,1957,66,1957,No,122018,2,73,240000
3,2,1400,8821,466,0.16,1.0,0,0,3,1991,32,1991,No,122068,3,50,231200
4,2,1540,7200,385,0.21,1.0,0,0,3,1966,57,1966,No,122040,1,76,221000
3,1,1210,10185,403,0.12,1.0,0,0,3,1957,66,1957,No,122052,2,61,205000
4,2,2170,9948,542,0.22,2.0,0,0,3,1952,71,1952,No,122060,2,56,195000
3,1,1090,3523,363,0.31,1.0,0,0,4,1969,54,1969,No,122023,3,74,152500
3,1,840,12091,280,0.07,1.0,0,0,3,1959,64,1959,No,122018,1,65,96500
4,3,2800,4000,700,0.7,2.0,0,0,3,2011,12,2011,No,122028,2,66,1470000
4,3,2900,21074,725,0.14,2.0,0,0,3,1986,37,1986,No,122032,3,59,1340000
3,3,2640,7544,880,0.35,1.0,0,0,3,1995,28,1995,No,122048,1,52,1220000
3,3,3420,16622,1140,0.21,1.0,0,4,3,1991,32,1991,No,122027,1,60,1200000
4,3,2910,8881,727,0.33,2.0,0,1,3,1932,91,1932,No,122032,1,66,1100000
5,3,2960,7680,592,0.39,1.0,0,2,5,1958,65,1958,No,122032,2,57,1050000
3,3,2710,23292,903,0.12,1.0,0,4,3,1956,67,1956,No,122050,3,70,999000
4,4,3200,8049,800,0.4,1.0,0,0,3,1980,43,1980,No,122049,2,79,935100
5,4,3620,5500,724,0.66,2.0,0,2,3,2003,20,2003,No,122011,1,76,856000
4,3,2390,4000,597,0.6,1.5,0,0,5,1931,92,1931,No,122028,2,77,845000
3,3,2990,10711,996,0.28,1.0,1,4,3,1976,47,1991,Yes,122043,1,59,820000
3,2,2080,11866,693,0.18,1.0,0,0,3,1960,63,1960,No,122049,3,62,813000
4,3,3560,6187,890,0.58,2.0,0,0,3,2003,20,2003,No,122011,2,50,770000
4,3,2540,5760,635,0.44,2.0,0,0,3,2009,14,2009,No,122011,3,61,759990
3,2,2260,7200,753,0.31,1.0,0,3,3,1941,82,1941,No,122054,1,50,759000
4,3,3210,8938,802,0.36,2.0,0,0,3,2005,18,2005,No,122020,3,50,750000
4,3,2490,6973,622,0.36,1.0,0,0,4,1953,70,1953,No,122032,3,58,704000
4,3,2440,9450,610,0.26,1.5,0,0,3,1947,76,2014,Yes,122022,2,65,700000
4,3,2790,5423,697,0.51,2.0,0,0,3,1999,24,1999,No,122019,1,60,685100
3,2,2210,5000,736,0.44,1.5,0,2,3,1909,114,1909,No,122028,2,71,685000
3,3,1780,4320,593,0.41,2.0,0,0,4,1930,93,1986,Yes,122006,2,54,679000
3,2,1240,13869,413,0.09,1.0,0,0,4,1957,66,1957,No,122010,2,53,675000
5,3,2820,14062,564,0.2,2.0,0,0,4,1960,63,1960,No,122033,1,78,669950
4,2,2680,6120,670,0.44,1.0,0,0,5,1959,64,1959,No,122007,2,64,622000
3,4,2440,2812,813,0.87,2.0,0,0,3,2005,18,2005,No,122012,2,75,613000
3,3,1560,2091,520,0.75,3.0,0,0,3,2006,17,2006,No,122028,3,67,598500
3,3,1670,7416,556,0.23,1.0,0,0,4,1974,49,1974,No,122049,1,73,580000
3,2,1800,6250,600,0.29,1.0,0,0,3,1947,76,1947,No,122009,2,68,580000
3,2,1250,4120,416,0.3,1.0,0,0,4,1925,98,1925,No,122007,2,64,579500
2,1,1070,2754,535,0.39,1.0,0,0,3,1924,99,1924,No,122028,3,66,579100
5,4,2360,3873,472,0.61,2.0,0,0,3,2006,17,2006,No,122059,1,79,569900
4,1,1170,4590,292,0.25,1.5,0,0,4,1925,98,1925,No,122006,2,62,564000
3,2,1770,8050,590,0.22,1.0,0,0,4,1963,60,1963,No,122029,2,60,538000
4,3,2590,9530,647,0.27,1.0,0,0,4,1978,45,1978,No,122014,2,50,537250
2,1,1840,4322,920,0.43,1.0,0,0,4,1914,109,1914,No,122054,1,75,513000
2,1,2180,9300,1090,0.23,1.0,0,0,4,1947,76,1947,No,122050,2,62,490000
3,3,1820,9490,606,0.19,2.0,0,0,3,1994,29,1994,No,122017,2,69,488500
2,1,820,4488,410,0.18,1.0,0,0,3,1939,84,1939,No,122032,2,61,478000
3,1,1580,3774,526,0.42,1.5,0,0,3,1900,123,1900,No,122007,3,58,465000
3,2,1730,7807,576,0.22,1.0,0,0,3,1976,47,1976,No,122033,2,69,459000
4,3,1710,7000,427,0.24,1.0,0,0,4,1972,51,1972,No,122033,3,71,450000
5,3,2710,6220,542,0.44,2.0,0,0,3,2014,9,2014,No,122024,3,77,450000
3,3,1440,4667,480,0.31,2.0,0,0,3,1985,38,1985,No,122011,2,60,447000
3,2,2110,4800,703,0.44,1.0,0,0,3,1956,67,1956,No,122059,2,58,445000
3,1,1560,5225,520,0.3,1.5,0,0,3,1927,96,1927,No,122051,3,57,430000
3,3,1710,4920,570,0.35,2.0,0,0,3,1990,33,1990,No,122064,2,74,415000
2,3,1700,6635,850,0.26,2.0,0,0,4,1976,47,1976,No,122005,2,70,407000
2,1,1270,3700,635,0.34,1.5,0,0,3,1909,114,1909,No,122054,3,58,404500
3,3,1780,9672,593,0.18,1.0,0,0,3,1960,63,1960,No,122038,2,71,395000
3,3,2510,5320,836,0.47,2.0,0,0,3,2005,18,2005,No,122034,2,55,395000
3,3,1580,5725,526,0.28,2.0,0,0,3,2004,19,2004,No,122021,2,79,375000
2,1,970,10423,485,0.09,1.0,0,0,3,1947,76,1947,No,122038,3,72,345000
2,3,1110,1290,555,0.86,3.0,0,0,3,2006,17,2006,No,122028,2,80,345000
3,3,3070,5871,1023,0.52,3.0,0,0,4,1928,95,1928,No,122063,1,62,340500
2,1,800,3090,400,0.26,1.0,0,0,4,1925,98,1925,No,122051,1,77,339950
3,2,2020,11050,673,0.18,1.0,0,0,4,1969,54,1969,No,122015,1,54,330000
3,2,1670,17071,556,0.1,1.0,0,0,3,1988,35,1988,No,122041,1,70,325000
3,2,2500,8289,833,0.3,1.0,0,0,4,1958,65,1958,No,122053,2,72,315000
2,1,840,892,420,0.94,2.0,0,0,3,2006,17,2006,No,122016,2,56,306500
3,3,2530,8669,843,0.29,2.0,0,0,3,1990,33,1990,No,122018,3,50,299250
5,3,2300,7600,460,0.3,1.0,0,0,4,1969,54,1969,No,122018,1,64,294000
2,1,760,6000,380,0.13,1.0,0,0,4,1950,73,1950,No,122038,3,60,289950
4,3,1560,4350,390,0.36,2.0,0,0,3,2003,20,2003,No,122053,2,66,280000
3,2,1910,8050,636,0.24,1.0,0,0,4,1980,43,1980,No,122065,2,61,275000
4,3,2490,11650,622,0.21,1.0,0,0,3,1990,33,1990,No,122060,1,57,270000
3,1,1320,8100,440,0.16,1.0,0,0,3,1943,80,1943,No,122031,2,65,268950
3,1,1190,11120,396,0.11,1.0,0,0,3,1947,76,1947,No,122036,2,55,260000
5,2,2260,12500,452,0.18,1.0,0,0,4,1960,63,1960,No,122066,3,54,258000
4,2,1470,7412,367,0.2,1.0,0,0,3,1967,56,1967,No,122043,3,73,250000
2,2,1470,2541,735,0.58,2.0,0,0,3,2005,18,2005,No,122024,3,66,249900
4,3,1630,3060,407,0.53,2.0,0,0,3,2003,20,2003,No,122052,3,69,236000
6,3,2180,7220,363,0.3,2.0,0,0,3,1980,43,1980,No,122040,1,52,230000
3,1,1020,12289,340,0.08,1.0,0,0,4,1967,56,1967,No,122046,2,50,230000
3,2,1460,8372,486,0.17,1.0,0,0,4,1981,42,1981,No,122035,2,69,225000
2,1,830,5720,415,0.15,1.0,0,0,4,1950,73,1950,No,122038,3,62,225000
3,2,1230,7200,410,0.17,1.0,0,0,3,1986,37,1986,No,122018,1,73,220000
3,1,860,6664,286,0.13,1.0,0,0,3,1944,79,1944,No,122063,3,69,219900
3,1,1400,6600,466,0.21,1.0,0,0,3,1954,69,1954,No,122056,2,70,214950
3,3,2190,8834,730,0.25,1.0,0,0,3,1987,36,1987,No,122039,3,53,194250
2,2,1340,7380,670,0.18,1.0,0,0,3,1940,83,1940,No,122042,3,56,192000
3,1,1270,8508,423,0.15,1.0,0,0,4,1942,81,1942,No,122056,1,77,134000
2,1,760,4746,380,0.16,1.0,0,0,3,1930,93,1930,No,122042,3,56,110000
5,3,3090,19865,618,0.16,1.0,0,0,4,1953,70,1953,No,122071,3,75,1450000
4,5,3080,10550,770,0.29,2.0,0,3,3,1976,47,2007,Yes,122057,2,58,1400000
5,4,3540,5971,708,0.59,1.0,0,2,3,2005,18,2005,No,122010,3,63,1350000
3,3,3860,12786,1286,0.3,2.0,0,0,4,1984,39,1984,No,122027,2,51,903000
4,3,2570,4480,642,0.57,1.5,0,0,4,1927,96,1927,No,122004,2,76,889000
3,3,2290,9047,763,0.25,2.0,0,0,4,1984,39,1984,No,122027,1,79,753000
3,3,2160,8809,720,0.25,1.0,0,0,3,2014,9,2014,No,122028,2,56,730000
4,1,1870,4992,467,0.37,1.5,0,0,4,1940,83,1940,No,122032,2,73,730000
3,2,1820,4480,606,0.41,1.0,0,0,5,1923,100,1923,No,122004,3,62,655000
3,3,1940,7482,646,0.26,1.0,0,0,4,1964,59,1964,No,122048,2,70,635000
4,4,2885,5562,721,0.52,2.0,0,0,4,1984,39,1984,No,122012,1,61,605000
4,3,2620,10016,655,0.26,2.0,0,0,3,1996,27,1996,No,122053,1,67,565000
3,2,1590,2500,530,0.64,1.5,0,0,4,1908,115,1908,No,122004,2,66,556000
4,3,2060,8451,515,0.24,2.0,0,0,3,1995,28,1995,No,122038,3,80,543000
3,3,2100,7851,700,0.27,2.0,0,0,3,1986,37,1986,No,122005,1,67,515000
4,3,2460,4862,615,0.51,2.0,0,0,3,2004,19,2004,No,122058,3,60,495000
4,3,2650,9627,662,0.28,1.0,0,3,4,1976,47,1976,No,122058,3,65,490000
3,3,1840,8250,613,0.22,1.0,0,1,3,1958,65,1958,No,122050,3,65,485000
3,3,2480,6031,826,0.41,2.0,0,0,3,2001,22,2001,No,122014,3,63,475000
3,3,1530,1568,510,0.98,3.0,0,0,3,2012,11,2012,No,122007,2,79,474950
3,2,1310,8600,436,0.15,1.0,0,0,4,1987,36,1987,No,122010,1,59,470000
3,1,1480,4200,493,0.35,1.5,0,0,3,1925,98,1925,No,122044,3,50,427500
3,3,1670,22703,556,0.07,1.0,0,0,3,1988,35,1988,No,122025,3,73,415900
2,1,840,8100,420,0.1,1.0,0,0,4,1948,75,1948,No,122050,2,54,401000
3,2,1350,7216,450,0.19,1.0,0,0,3,1964,59,1964,No,122050,3,64,400000
3,2,1300,12378,433,0.11,1.0,0,0,4,1943,80,1943,No,122025,2,72,380000
4,3,2542,6120,635,0.42,2.0,0,0,3,2014,9,2014,No,122065,3,69,359950
4,3,2475,4000,618,0.62,2.0,0,0,3,2014,9,2014,No,122072,1,65,335900
3,2,1560,9514,520,0.16,1.0,0,0,4,1967,56,1967,No,122067,2,80,285000
3,3,1520,7930,506,0.19,1.0,0,0,3,1988,35,1988,No,122024,3,52,270000
5,2,1730,7375,346,0.23,1.0,0,0,4,1944,79,1944,No,122063,2,58,249950
3,2,1340,8250,446,0.16,1.0,0,0,3,1985,38,1985,No,122035,3,56,230000
4,2,1460,7254,365,0.2,1.0,0,0,3,1959,64,1959,No,122063,3,70,150000
4,3,2990,5342,747,0.56,2.0,0,0,3,2004,19,2004,No,122019,3,75,644500
3,3,1740,3690,580,0.47,2.0,0,0,3,2000,23,2000,No,122008,3,67,399000
3,2,2090,6258,696,0.33,1.0,0,0,3,1956,67,1956,No,122059,3,50,350000
4,3,2560,4000,640,0.64,2.0,0,0,5,1929,94,1929,No,122007,2,79,825000
4,4,4500,11795,1125,0.38,2.0,0,0,3,1991,32,1991,No,122012,3,74,1520000
4,5,5710,24663,1427,0.23,2.0,0,0,3,2007,16,2007,No,122023,2,51,930000
3,3,2520,7975,840,0.32,2.0,0,0,4,1990,33,1990,No,122010,3,71,825000
4,3,2860,9159,715,0.31,1.0,0,0,4,1989,34,1989,No,122010,1,56,750500
3,2,2145,3840,715,0.56,1.5,0,0,5,1910,113,1910,No,122028,3,75,734000
5,3,2900,9525,580,0.3,2.0,0,0,3,1989,34,1989,No,122027,2,56,720000
3,3,2510,4106,836,0.61,2.0,0,0,3,2003,20,2003,No,122011,3,71,699950
3,3,2420,5304,806,0.46,1.5,0,0,5,1947,76,1947,No,122006,2,80,697000
3,3,2820,5001,940,0.56,2.0,0,0,3,2004,19,2004,No,122011,1,62,690000
4,2,2340,6000,585,0.39,1.0,0,0,5,1953,70,1953,No,122032,3,70,685000
4,3,2590,9753,647,0.27,2.0,0,0,3,1993,30,1993,No,122020,1,51,674750
3,3,1570,1680,523,0.93,3.0,0,0,3,2014,9,2014,No,122028,3,50,660000
2,2,1900,4450,950,0.43,1.0,0,0,5,1916,107,1916,No,122054,3,70,650000
4,3,2850,7510,712,0.38,2.0,0,0,3,2008,15,2008,No,122022,1,57,637000
4,3,2670,5974,667,0.45,2.0,0,0,3,1999,24,1999,No,122033,1,72,612000
5,3,3220,9603,644,0.34,2.0,0,0,3,1972,51,1972,No,122005,2,76,605000
5,3,2680,13292,536,0.2,1.0,0,0,3,1976,47,1976,No,122058,3,68,599950
3,1,1450,5378,483,0.27,1.0,0,0,3,1939,84,1939,No,122032,3,79,585000
5,3,2090,8712,418,0.24,1.0,0,0,3,1966,57,1966,No,122029,1,69,555000
3,2,1340,6000,446,0.22,1.0,0,0,4,1960,63,1960,No,122057,2,80,550000
2,1,1200,2500,600,0.48,2.0,0,2,3,1927,96,1927,No,122047,1,70,508000
4,2,2180,10575,545,0.21,1.0,0,0,2,1950,73,1950,No,122049,2,63,480000
4,2,2000,6250,500,0.32,1.5,0,0,3,1930,93,1930,No,122016,2,76,465000
4,3,1320,7000,330,0.19,1.0,0,0,4,1956,67,1956,No,122029,3,51,455000
4,3,2190,6896,547,0.32,2.0,0,0,3,2007,16,2007,No,122008,2,72,452000
3,2,1950,6504,650,0.3,1.0,0,0,3,1953,70,1953,No,122006,1,53,447500
4,3,2130,10375,532,0.21,2.0,0,0,4,1986,37,1986,No,122046,1,55,435000
4,2,2290,4400,572,0.52,1.0,0,3,3,1959,64,1959,No,122064,2,54,435000
3,2,1660,12865,553,0.13,1.0,0,0,5,1967,56,1967,No,122053,1,77,431000
4,3,2350,5589,587,0.42,2.0,0,0,3,2001,22,2001,No,122015,1,51,426950
3,3,1260,3000,420,0.42,2.0,0,0,3,2003,20,2003,No,122011,3,52,425000
3,3,2655,5080,885,0.52,2.0,0,0,3,2013,10,2013,No,122018,2,57,409950
3,3,1400,4400,466,0.32,1.0,0,0,3,1930,93,2014,Yes,122034,2,71,399950
4,2,1950,10219,487,0.19,1.0,0,0,3,1962,61,1962,No,122038,2,60,395000
2,2,1240,1331,620,0.93,2.0,0,0,3,2007,16,2007,No,122054,3,73,379900
3,1,1780,5236,593,0.34,1.5,0,0,5,1944,79,1944,No,122052,1,58,375000
3,1,1110,7603,370,0.15,1.0,0,0,3,1967,56,1967,No,122033,2,55,369950
2,2,790,1123,395,0.7,2.0,0,0,3,2003,20,2003,No,122003,1,66,365000
2,2,920,1201,460,0.77,2.0,0,0,3,2009,14,2009,No,122054,2,57,363000
4,3,3200,5772,800,0.55,2.0,0,0,3,2003,20,2003,No,122035,3,51,337000
5,2,2590,6720,518,0.39,1.0,0,0,4,1979,44,1979,No,122042,3,59,334000
3,1,1510,10369,503,0.15,1.0,0,0,4,1968,55,1968,No,122015,1,75,313000
5,3,2660,8400,532,0.32,1.5,0,0,5,1961,62,1961,No,122023,1,52,305000
2,2,1320,2040,660,0.65,3.0,0,0,3,1997,26,1997,No,122022,3,59,296000
3,3,1950,7421,650,0.26,2.0,0,0,3,1996,27,1996,No,122024,3,73,292000
2,2,1560,7575,780,0.21,1.0,0,0,3,2002,21,2002,No,122065,1,55,290000
4,3,1660,7184,415,0.23,1.0,0,0,3,1963,60,1963,No,122070,3,78,277500
3,1,800,5760,266,0.14,1.0,0,0,3,1949,74,1949,No,122014,2,73,265000
3,3,1450,13439,483,0.11,1.0,0,0,4,1963,60,1963,No,122040,2,55,265000
4,3,1600,6202,400,0.26,2.0,0,0,4,1986,37,1986,No,122024,1,71,257700
3,1,1580,8240,526,0.19,1.0,0,0,4,1978,45,1978,No,122065,3,53,253000
3,3,1620,10850,540,0.15,1.0,0,0,3,1966,57,1966,No,122042,1,66,250000
2,1,800,5220,400,0.15,1.0,0,0,3,1943,80,1943,No,122022,1,75,250000
3,2,1670,4438,556,0.38,1.0,0,0,3,2014,9,2014,No,122068,2,71,249950
3,3,1470,9337,490,0.16,2.0,0,0,3,1991,32,1991,No,122014,3,78,244000
2,1,810,4838,405,0.17,1.0,0,0,3,1938,85,1938,No,122042,1,58,238950
3,1,1250,7592,416,0.16,1.0,0,0,5,1961,62,1961,No,122035,1,74,235000
3,2,1710,4697,570,0.36,1.5,0,0,5,1941,82,1941,No,122072,2,79,233000
3,1,1230,12201,410,0.1,1.0,0,0,3,1969,54,1969,No,122035,3,74,210000
2,1,790,7128,395,0.11,1.0,0,0,3,1944,79,1944,No,122056,1,72,189000
3,1,1070,8250,356,0.13,1.0,0,0,3,1961,62,1961,No,122023,1,66,164000
4,4,3500,4000,875,0.88,2.0,0,0,3,2000,23,2000,No,122047,1,56,1050000
3,3,2450,4400,816,0.56,2.0,0,0,4,1922,101,1922,No,122013,2,62,952000
6,4,3140,14923,523,0.21,2.0,0,0,3,1991,32,1991,No,122027,2,54,925850
4,4,3560,4951,890,0.72,2.0,0,0,3,2014,9,2014,No,122019,3,75,922755
3,4,3940,11632,1313,0.34,2.0,0,0,3,2014,9,2014,No,122031,2,65,857326
4,3,3370,5000,842,0.67,2.0,0,0,3,2006,17,2006,No,122012,1,71,825000
4,2,1790,3952,447,0.45,1.5,0,0,4,1932,91,1932,No,122028,2,70,800000
5,2,1920,6500,384,0.3,1.0,0,0,3,1951,72,1951,No,122047,2,79,715000
3,2,2360,6149,786,0.38,2.0,0,3,3,1926,97,1989,Yes,122016,1,66,690000
5,3,2330,8000,466,0.29,1.0,0,0,4,1972,51,1972,No,122005,3,50,665000
3,3,2280,6150,760,0.37,2.0,0,2,3,1984,39,1984,No,122016,1,54,660000
